index,Roast Level,Avg Agtron,price,rating,Country Region,Country,review_sentence,company,coffee
928a,Light,77,40.99,93,Africa,Ethiopia," Tart, lively acidity; plush mouthfeel",Big Nose Cafe,Lomi Tasha Yirgacheffe
929a,Light,75,319.63,94,Africa,Ethiopia," Complex, layered fruit (guava, grapefruit, berry), sweet cocoa, brandy, lush, rose-like flowers in aroma and cup",Namusairo Coffee,Ethiopia Semeon Abay N3
930a,Light,80,14.93,91,Africa,Ethiopia," Distinct honey and almond notes, roasted cacao nib, hints of narcissus and tangerine-like fruit in aroma and cup",Climpson & Sons Coffee Roasters,Doyo Coop Ethiopia
931a,Light,82,14.99,92,Africa,Ethiopia," Roasted cacao nib, almond, tangerine, a hint of sweetly fermented fruit cider in aroma and cup",Topeca Coffee Roasters,Ethiopia Ardi
932a,Light,78,17.25,94,Africa,Ethiopia," Complex flowers running from honeysuckle to lavender, roasted cacao nib, orange, moist pipe tobacco in aroma and cup",Kakalove Cafe,Ethiopia Yirga Natural Bedhatu
933a,Light,74,13.75,94,Africa,Ethiopia," Juicy, lively acidity; silky mouthfeel",Revel Coffee,Ethiopia Gedeo Yirgacheffe
934a,Light,72,19.25,96,Africa,Ethiopia," Honey, lilac-like flowers, star fruit, roasted cacao nib, and a deep, grapey, brandy-like note in aroma and cup",JBC Coffee Roasters,Gelgelu Adame Ethiopia Yirgacheffe Organic Natural Process
935a,Light,77,14.99,95,Africa,Ethiopia," Complex fruit, crisp roasted cacao nib, agave syrup, bourbon whisky, honeysuckle-like flowers in aroma and cup",Topeca Coffee Roasters,Ethiopia FTO Worka
936a,Light,77,16.95,92,Africa,Ethiopia," Minty dark chocolate, papaya-like fruit, hints of musk and sweetly pungent fir in aroma and cup",Crimson Cup Coffee and Tea,Ethiopian Sidamo Kellenso
937a,Light,76,48.38,95,Africa,Ethiopia," Peach, mint, lily, roasted cacao nib, a hint of rye whisky in aroma and cup",Namusairo Coffee,Ethiopia Ninety Plus Pheribo N2
938a,Light,72,16.73,94,Africa,Ethiopia," Moist pipe tobacco, guava-like fruit, honey, rose-like flowers in aroma and cup",Kakalove Cafe,Ethiopia Washed Sidama Shilcho Coop G1
939a,Light,76,18.9,93,Africa,Ethiopia, Richly tart acidity; lightly but distinctly syrupy mouthfeel,Whipsaw Coffee Roasters,Konga Yirgacheffe Ethiopia
940a,Light,77,13.5,93,Africa,Ethiopia," Ripe tangerine, cherry, honey, fresh-cut cedar, hints of port wine and dark chocolate in aroma and cup",Old Soul Co.,Ethiopia Aramo Natural
941a,Light,81,28.95,93,Africa,Ethiopia," Distinct honey and crisply sweet cacao-nib with lavender-like flowers and an herby hint, cilantro perhaps, in aroma and cup",Barrington Coffee Roasting Co.,Nekisse Ethiopia Sidama
942a,Light,72,15,94,Africa,Ethiopia," Honey, apricot, orange, flowers, fine black tea notes in aroma and cup",Water Avenue Coffee,Ethiopia Yirgacheffe
943a,Light,73,16.92,94,Africa,Ethiopia," Lavender, rose and other floral suggestions, crisp roasted cacao nib, strawberry, fresh-cut fir in aroma and cup",Fratello Coffee Roasters,Ethiopia Kercha Naturally Processed Sidama
944a,Light,72,17.59,93,Africa,Ethiopia," Roasted cacao nib, honey, guava, green apple, brisk lavender in aroma and cup",Barrington Coffee Roasting Co.,Sheeva
945a,Light,74,15.5,96,Africa,Ethiopia," Crisp, nut-toned chocolate; lush night-blooming flowers; ripe tangerine; pungent sandalwood in aroma and cup",Temple Coffee and Tea,Ethiopia Yirgacheffe ECX
946a,Light,71,21.23,94,Africa,Ethiopia," Honey, rose-like flowers, orange, almond, a hint of fresh-cut cedar in aroma and cup",GreenAlives,Washed Yirgacheffe
947a,Light,74,16.5,91,Africa,Ethiopia," Tartly sweet, lyric acidity; very lightly syrupy mouthfeel",Temple Coffee and Tea,Ethiopia Yirgacheffe Wote Konga
948a,Light,71,33.96,94,Africa,Ethiopia," Honey, nectarine, fresh blueberry, hints of milk chocolate, fir and walnut in aroma and cup",Blue Bottle Coffee,Ethiopia Nekisse
949a,Light,71,15,95,Africa,Ethiopia," Notes range from a honey eucalyptus note with a slight savory edge, through very complex floral notes including sweet (honeysuckle) and bittersweet (lavender) to zesty tangerine and crisp roasted cocoa nib",Marcheur Roaster,Jingle Bell Natural Yirgacheffe
950a,Light,77,14.99,94,Africa,Ethiopia," Juicy acidity; light, silky mouthfeel",OQ Coffee Co.,Gelena Abaya Natural Processed Ethiopia
951a,Light,74,15.99,94,Africa,Ethiopia," Layered fruit – berry, nectarine, green apple – are complicated by fresh-cut fir and almond in aroma and cup",JBC Coffee Roasters,Ethiopia Yirgacheffe Gedeo Worka Fair Trade Organic Certified
952a,Light,74,13.95,93,Africa,Ethiopia," Round, lush acidity; full, syrupy mouthfeel",Klatch Coffee,Ethiopian Sidamo Ardi
953a,Light,87,17,92,Africa,Ethiopia," Lush acidity, medium to full body, silky mouthfeel and juicy, fermenty fruit flavors carrying from aroma into cup: lemon, dried berries, tangerine, cherry, balanced by a pungent hint of aromatic wood",Paradise Roasters,Ethiopia Sidamo Ardi
954a,Light,80,13.49,92,Africa,Ethiopia," Bright-toned acidity, medium body, silky mouthfeel and big flowery and fruit flavors carrying from aroma into cup: lemon fading to dried apricot, tangerine, dried plum, milky chocolate",PT's Coffee Roasting Co.,Ethiopia Sidama ARDI
955a,Medium,60,57.93,95,Africa,Ethiopia," Chocolate fudge, black cherry, lemon verbena, brown sugar, sandalwood in aroma and cup",Simon Hsieh Aroma Roast Coffees,Ethiopia Natural Yirgacheffe Gr.1 Cleopatra
956a,Medium,56,18,91,Africa,Ethiopia," Dark chocolate, singed cedar, raisin, almond, magnolia in aroma and cup",Big Shoulders Coffee,Ethiopia Guji Super-Natural Decaf Water Process
957a,Medium,60,10,91,Africa,Ethiopia," Dark chocolate, papaya, fresh-cut fir, grappa, agave syrup in aroma and cup",MT49 Cafe,Ethiopia Nectar Natural
958a,Medium,60,21,94,Africa,Ethiopia," Dark chocolate, black cherry, star jasmine, oak, almond brittle in aroma and cup",Temple Coffee Roasters,Nano Genji Agaro Gera
959a,Medium,58,30.07,92,Africa,Ethiopia," Grape candy, dark chocolate, grappa barrel, fresh-cut fir, gardenia in aroma and cup",Vennel Coffee,Ethiopia BergWu SP Series: Wuri Red Cherries 19/EXP02
960a,Medium,60,18,93,Africa,Ethiopia," Peach, narcissus, almond butter, nougat, cedar in aroma and cup",The WestBean Coffee Roasters,Ethiopia Konga
961a,Medium,59,18,93,Africa,Ethiopia," Ripe strawberry, bay (wood and leaf), cocoa nib, freesia-like flowers, pink peppercorn in aroma and cup",Fire Ridge Coffee,Ethiopia Sidama Bombe Natural
962a,Medium,57,34.74,94,Africa,Ethiopia," Dark chocolate fudge, grape candy, sandalwood, violet, magnolia in aroma and cup",Quartet Kaffe,Ethiopia Violent Andromeda Natural
963a,Medium,56,13.99,92,Africa,Ethiopia," Dark chocolate, gardenia, gently scorched cedar, red plum, hazelnut in aroma and cup",Larry's Coffee,Ethiopia Sidamo
964a,Medium,57,11.29,90,Africa,Ethiopia," Orange zest, cocoa powder, magnolia, almond, oak in aroma and cup",Signature Reserve,Sidamo Suke Quto
965a,Medium,54,19.95,93,Africa,Ethiopia," Black cherry, chocolate fudge, almond butter, freesia-like flowers, sandalwood in aroma and small cup",Paradise Roasters,Ethiopia Yirgacheffe Espresso Mekuriya Gobena
966a,Medium,60,23.02,91,Africa,Ethiopia," Lemon zest, rhododendron, baking chocolate, fresh-cut fir, molasses in aroma and cup",MK Coffee Roasters,Ethiopia Yirgacheffe Washed
967a,Medium,52,71.02,95,Africa,Ethiopia," Pomegranate, narcissus, sandalwood, molasses, an intriguing hint of cayenne in aroma and small cup",Simon Hsieh’s Aroma Roast Coffees,Ethiopia Natural “Phoenix”
968a,Medium,60,21,94,Africa,Ethiopia," Dark chocolate, guava, butterscotch, honeysuckle, ginger blossom in aroma and cup",Lexington Coffee Roasters,Ethiopia Kayon Mountain Natural
969a,Medium,57,19.05,91,Africa,Ethiopia," Dark chocolate, gently scorched cedar, gardenia, almond, graham cracker in aroma and small cup",Mellower Coffee,Espresso Blend
970a,Medium,52,13.99,91,Africa,Ethiopia," Dark chocolate, peppercorn medley, dried persimmon, gardenia, singed oak in aroma and cup",Mystic Monk Coffee,Ethiopia Yirgacheffe
971a,Medium,60,16.95,93,Africa,Ethiopia," Honeysuckle, pomegranate, maple syrup, orange zest, cedar in aroma and cup",Durango Coffee Company,Ethiopia Misti Valley
972a,Medium,59,29.1,95,Africa,Ethiopia," Violet, blackberry, honey, clove, salted chocolate in aroma and cup",Green Stone Coffee,Ethiopia Gotiti Natural
973a,Medium,61,24,92,Africa,Ethiopia," Complex flowers (lily to lavendar), sandalwood, dark chocolate, plum, a hint of brandy in aroma and cup",The WestBean Coffee Roasters,Ethiopia Dumerso Light Roast
974a,Medium,60,13.99,90,Africa,Ethiopia," Molasses, baker’s chocolate, lily, cedar, black peppercorn in aroma and cup",Mystic Monk Coffee,Ethiopia Yirgacheffe
975a,Medium,58,65.17,93,Africa,Ethiopia," Frangipane, dark chocolate, cedar, tamarind, jasmine in aroma and small cup",Simon Hsieh’s Aroma Roast Coffees,Ethiopia Holy Grail Natural Yirgacheffe
976a,Medium,59,16.5,94,Africa,Ethiopia," Honey, pear, tangerine zest, dark chocolate, pistachio in aroma and cup",Big Creek Coffee Roasters,Ethiopia Gedeb Halo Beriti
977a,Medium,60,13.19,94,Africa,Ethiopia," Red currant, roasted cacao nib, clove, blood orange zest, frankincense in aroma and cup",Reunion Island Coffee,Ethiopia Sidama
978a,Medium,61,19.5,90,Africa,Ethiopia," Lilac and lemon blossom, fresh sweet grass, honey, moist pipe tobacco, fresh-cut elm in aroma and cup",Old Soul Co.,Decaf Ethiopia Sidamo
979a,Medium,53,17,95,Africa,Ethiopia," Ripe strawberry, aromatic orchid, honey, toasted pine nut, a hint of sumac spice in aroma and cup",Espresso Republic,Static Amaro Gayo Natural Ethiopia
980a,Medium,56,17,90,Africa,Ethiopia," Baker’s chocolate, singed cedar, dried cherry, lily, Brazil nut in aroma and cup",Espresso Republic,Static Ethiopia Koke
981a,Medium,60,19,90,Africa,Ethiopia," Singed sandalwood, dried lemon zest, malty chocolate, almond, gardenia in aroma and cup",Espresso Republic,Static Adado Shara
982a,Medium,61,20,93,Africa,Ethiopia," Dried blueberry, lemongrass, brandy reduction, scorched elm, lantana-like flowers in aroma and cup",Caffe Luxxe,Ethiopia Oromia
983a,Medium,61,21,92,Africa,Ethiopia," Dark chocolate, cinnamon, gently scorched cedar, roasted cashew, dried apricot in aroma and cup",Espresso Republic,Static Ethiopia Konga Washed
984a,Medium,56,12.75,92,Africa,Ethiopia," Brown sugar, cherry blossom, ripe blueberry, gently singed cedar, vanilla paste in aroma and cup",Red Rock Roasters,Ethiopia Harrar Natural G3 Longberry
985a,Medium,60,19.82,93,Africa,Ethiopia," Nougat, lemon curd, juniper, cocoa powder, dried date in aroma and cup",Kakalove Cafe,Ethiopia Guji Suke Quto Honey
986a,Medium,59,34.3,95,Africa,Ethiopia," Chocolate fudge, myrrh, sandalwood, frangipane, lavender in aroma and small cup",Simon Hsieh's Aroma Roast Coffees,Ethiopia Washed Yirgacheffe “Paradise” Espresso
987a,Medium,59,19,93,Africa,Ethiopia," Jasmine, hazelnut butter, sandalwood, peach, buttery chocolate in aroma and cup",Caffe Luxxe,Ethiopia Konga Kebele
988a,Medium,52,14.21,90,Africa,Ethiopia," Dark chocolate, tangerine zest, lightly scorched cedar, vanilla, lily-like flowers in aroma and small cup",Amavida Coffee Roasters,Espresso Iza
989a,Medium,56,20,91,Africa,Ethiopia," Molasses, dark chocolate, Asian pear and narcissus in aroma and cup",Caffe Luxxe,Ethiopia Harrar Mesela
990a,Medium,58,15.95,93,Africa,Ethiopia," Dark chocolate, lavender, sandalwood, pink peppercorn in aroma and cup",Paradise Roasters,Ethiopia Suke Quto Pulped Natural Lot
991a,Medium,54,37.81,94,Africa,Ethiopia," Lily, peach, guava, chocolate in aroma and small cup",Simon Hsieh's Aroma Roast Coffees,Ethiopia Natural Yirgacheffe Phoenix Special “King Solomon”
992a,Medium,51,33.08,94,Africa,Ethiopia," Dark chocolate, raspberry, lilac-like flowers, incense-like cedar in aroma and small cup",Simon Hsieh's Aroma Roast Coffees,Fully Washed Ethiopia Phoenix Special “Dr. Evil”
993a,Medium,60,18,93,Africa,Ethiopia," Baker’s chocolate, vanilla, cherry blossom, lemon verbena, myrrh in aroma and cup",Papa Lin's Coffee Roasting,Holiday Blend
994a,Medium,53,14.95,92,Africa,Ethiopia," Flower-saturated peach, baker’s chocolate, sandalwood, orange zest in aroma and small cup",Paradise Roasters,S.O. Espresso Ethiopia Borboya
995a,Medium,57,16.85,93,Africa,Ethiopia," Lavender, almond blossom, lemon zest, apple are rounded by dark chocolate in aroma and cup",Ghost Town Coffee Roasters,Ethiopia Adado Coop
996a,Medium,56,11.75,91,Africa,Ethiopia," Blood orange, sandalwood, lily-like flowers, roasted cacao nib in aroma and cup",Grounds for Change,Ethiopia Yirgacheffe
997a,Medium,52,17,91,Africa,Ethiopia," Dark chocolate, hazelnut, hints of cedar, lily and rum in aroma and cup",Big Creek Coffee Roasters,Ethiopia Yirgacheffe Natural Process
998a,Medium,61,12.99,90,Africa,Ethiopia," Dark chocolate, molasses, lily-like flowers, musk, fresh-cut fir in aroma and cup",Red Rooster Coffee Roaster,Ethiopia Sidama Nura Korate Fair-Trade/Organic
999a,Medium,60,15.9,92,Africa,Ethiopia," Honey, grapefruit, pecan, hints of white sage and rhododendron-like flowers in aroma and cup",JBC Coffee Roasters,Kochere Ethiopia
1000a,Medium,56,17,91,Africa,Ethiopia," Tangerine, papaya, narcissus-like flowers, sandalwood, a hint of roasted cacao nib in aroma and cup",Flattop Coffee Roastery,Ethiopia Kela Kochore
1001a,Medium,59,19.5,93,Africa,Ethiopia," Spicy flowers, roasted cacao nib, almond, sandalwood, tangelo in aroma and cup",Old Soul Co.,Decaf Ethiopia Sidamo
1002a,Medium,60,16.3,89,Africa,Ethiopia," Fresh-cut cedar, caramel, raisin, hints of orange and honeysuckle-like flowers in aroma and cup",Olympia Coffee Roasting,Decaf Asterisk Organic
1003a,Medium,58,15.15,93,Africa,Ethiopia," Roasted cacao nib, cashew, black currant, honeysuckle-like flowers in aroma and cup",Kean Coffee,Ethiopia Ardi
1004a,Medium,58,16.95,91,Africa,Ethiopia," Dark chocolate, lightly fermented grape, narcissus-like flowers, coconut in aroma and cup",Paradise Roasters,Ethiopia Ardi
1005a,Medium,57,14.3,90,Africa ; The Americas,Ethiopia," Raisin, dark chocolate, cooked fruit, pungent fresh-cut fir, heavy, lily-like flowers in aroma and cup",Geisha Coffee Roaster,Naturals Special Blend
1006a,Medium,59,18,91,Africa,Ethiopia," Honeysuckle, mango, lemon curd, walnut, a hint of myrrh in aroma and cup",The WestBean Coffee Roasters,Ethiopian Yirgacheffe Kela Kochore
1007a,Medium,52,13.5,92,Africa,Ethiopia," For Ethan it was a fundamentally sweet cup (“maple syrup”) with layered complexity: blackberry, chocolate, almond",Tony's Coffees and Teas,Ganesha Espresso
1008a,Medium,56,9,94,Africa,Ethiopia," Chocolate fudge, passion-fruit, mango, jasmine, sandalwood in aroma and small cup",Café de Impression,Ethiopian Washed Kochere G1 SO Espresso
1009a,Medium,59,14.95,95,Africa,Ethiopia," Honey, roasted cacao nib, tangerine, sandalwood and very complex flowers, particularly rose and jasmine, in aroma and cup",Paradise Roasters,Ethiopia Suke Quto Organic
1010a,Medium,60,17,94,Africa,Ethiopia," Honey, orange, mango, lilac-like flowers, roasted cacao nib in aroma and cup",Cafe Virtuoso,"Shilcho Ethiopia, Red Cherry Initiative"
1011a,Medium,59,30,95,Africa,Ethiopia," Honey, cocoa-butter, sweetly tart fruit (loquat, tangerine, strawberry), violet-like flowers, incense-like pungency (saffron, myrrh, sandalwood)",Papa Lin's Coffee Roasting,Ethiopia Ninety Plus Hachira N2
1012a,Medium,61,16.95,94,Africa,Ethiopia," An avalanche of floral notes (rose, lily, gardenia), sandalwood, lemon zest, roasted cacao nib in aroma and cup",Paradise Roasters,Ethiopia Yirgacheffe Gutiti
1013a,Medium,60,25.37,94,Africa,Ethiopia," Honey, jasmine, roast cacao nib, apple",CofFeeling,Seasonal Mini-Me Yirgacheffe Washed
1014a,Medium,61,51.78,91,Africa,Ethiopia," Rose and night-blooming flowers, dark chocolate, passion fruit, musk, fresh-cut fir in aroma and cup",ChacolaTAY,Ethiopia Dry Process Yirgacheffe Konga
1015a,Medium,59,13.5,92,Africa,Ethiopia," Mulberry, roasted cacao nib, walnut, apricot, honeysuckle in aroma and cup",Uncommon Grounds Coffee and Tea,Ethiopia Yirgacheffe Borboya Washing Station
1016a,Medium,60,14,94,Africa,Ethiopia," Sweet narcissus-like flowers, sandalwood, dark chocolate, orange marmalade in aroma and cup",BeanFruit Coffee Co.,Ethiopia Chele’ Lektu
1017a,Medium,58,15.95,91,Africa,Ethiopia," Honey, lilac, fresh-cut cedar, roasted cacao nib in aroma and cup",Lexington Coffee Roasters,Ethiopia Kochere
1018a,Medium,57,17,94,Africa,Ethiopia," Blueberry, guava, dark chocolate, a hint of cognac, musky, carnal flowers in aroma and cup",Caffe Luxxe,Ethiopia Sidama Ardi
1019a,Medium,58,25.74,96,Africa,Ethiopia, Floral notes stretch from lush narcissus to crisp lavender; fruit from orange to sweet papaya,Simon Hsieh's Aroma Roast Coffees,Ethiopia Washed Yirgacheffe “Mini-Me” 2014
1020a,Medium,52,20.99,92,Africa,Ethiopia," Mint, lilac-like flowers, dark chocolate, pungent juniper berry in aroma and cup",The WestBean Coffee Roasters,Ethiopia Yirgacheffe Konga
1021a,Medium,54,14.95,93,Africa,Ethiopia," Guava- and pineapple-like fruit, brandy, dark chocolate, a hint of flowers and bay leaf or eucalyptus in aroma and cup",Klatch Coffee,"Original Christmas, Nicks Holiday Favorite, Organic"
1022a,Medium,56,26.04,94,Africa,Ethiopia," Richly crisp, balanced acidity; silky mouthfeel",Simon Hsieh's Aroma Roast Coffees,Ethiopia Washed Yirgacheffe Mini-Me
1023a,Medium,61,16.13,93,Africa,Ethiopia," Brandy, mint, cherry, dark chocolate in aroma and cup",Yo el Rey Roasting,FTO Ethiopia Worka 3 Special Reserve
